candidate,family,deployable,split,slippage_bps,start,end,total_return_pct,cagr_pct,volatility_pct,sharpe,sortino,max_drawdown_pct,calmar,profit_factor,expectancy_trade_pct,win_rate_pct,avg_gain_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,entries,exits,entries_per_month,zero_entry_months,time_in_market_pct,average_gross_exposure_pct,annual_turnover_x,entry_signals,benchmark_return_pct,final_equity
mean_reversion_bbands,mean_reversion,True,train,5.0,2020-01-02,2022-12-30,9.82041761419923,3.1798449293012787,5.823392151464761,0.5653899081878785,0.8041806378451957,-7.219232705452749,0.44046854548676817,1.823994648155205,0.9343013841683488,77.14285714285715,2.6090233092920045,-4.717885113123989,8.391714644765207,-9.494468814759765,70,70,1.9444444444444444,15,27.513227513227513,8.971234192572435,7.048891278167357,83,23.99457443201087,109820.41761419922
mean_reversion_bbands,mean_reversion,True,validation,5.0,2023-01-03,2024-06-28,5.5921986194778395,3.734925506295861,3.3160182782610037,1.1222842300660172,1.7291802586549252,-1.6824934427753568,2.219875222892349,12.750749152205445,1.1768628421824465,77.41935483870968,1.651563378658756,-0.4506818543077578,4.568866255264449,-1.555792160095149,31,31,1.7222222222222223,8,35.82887700534759,12.005043866032093,6.280993307182555,51,44.651846208266456,105592.19861947784
mean_reversion_bbands,mean_reversion,True,test,5.0,2024-07-01,2026-07-31,4.957622334917966,2.352616048636591,4.648950497908166,0.5247308228320339,0.7502611317921106,-4.7605427283878505,0.49419072212241233,1.5318586940973216,0.6152190817904456,72.54901960784314,2.364165228766086,-4.006995735216604,8.739793929714816,-7.151938908983499,56,51,2.24,6,38.24091778202677,12.387200674244284,7.7495768453534675,62,40.15835193906074,104957.62233491796
mean_reversion_bbands,mean_reversion,True,full,5.0,2020-01-02,2026-07-31,21.71074126605237,3.0326604380695787,4.9811034703316475,0.626298979224418,0.8983516009736001,-7.219232705452749,0.4200807151955337,1.9472348909803405,0.876710645860217,75.6578947368421,2.3304251587297706,-3.641591218464071,8.739793929714814,-9.494468814759765,157,152,1.9873417721518987,29,32.78886872353297,10.738442473146112,7.09017592494886,196,153.31637843336728,121710.74126605237
mean_reversion_bbands,mean_reversion,True,full,10.0,2020-01-02,2026-07-31,17.91224999055907,2.537112415410925,4.958867594381443,0.5314015256776807,0.755763214872585,-7.266024870341925,0.3491747496993543,1.7445511524317794,0.7395060883267744,73.02631578947368,2.3047428752530355,-3.4980861884735903,8.63110842419511,-9.584929161002057,157,152,1.9873417721518987,29,32.78886872353297,10.717285199171126,7.092945581325094,196,153.31637843336728,117912.24999055907
mean_reversion_bbands,mean_reversion,True,full,20.0,2020-01-02,2026-07-31,11.771739428424844,1.7066271630606478,4.969761966079192,0.36627622717926045,0.515109587854607,-7.359420290119756,0.23189695598060167,1.4574246112545013,0.5077197260881265,71.05263157894737,2.161024824203295,-3.5503927874672865,8.41406281886084,-9.765579014126663,157,152,1.9873417721518987,29,32.849364791288565,10.745811285127207,7.086344892694289,196,153.31637843336728,111771.73942842484
simple_trend,trend,True,train,5.0,2020-01-02,2022-12-30,19.24532338812488,6.058147346356946,10.409305494702439,0.6158584262276069,0.8268118995058992,-11.924901268355603,0.5080249479660757,1.5258536973528711,1.1551434066632127,46.15384615384615,6.444357687503289,-3.3784688340568527,30.721116467993603,-11.450377013178624,108,104,3.0,7,92.32804232804233,51.08783485988664,10.680234175544713,1715,23.99457443201087,119245.32338812487
simple_trend,trend,True,validation,5.0,2023-01-03,2024-06-28,12.22635762038433,8.083123531472314,8.611963096220318,0.9455631547179062,1.3863444734743302,-7.007385332259963,1.1535149200743913,1.8271936524320733,0.9377097341433941,46.03174603174603,4.326933887862345,-1.953099102852182,23.90003077651243,-7.699002994436732,67,63,3.7222222222222223,4,99.46524064171123,60.86646020847255,13.07592672930153,1143,44.651846208266456,112226.35762038434
simple_trend,trend,True,test,5.0,2024-07-01,2026-07-31,18.500067155128797,8.499527771821413,9.437828198173014,0.9138933296977371,1.3009458826261115,-7.0469846931563,1.2061226385344295,2.119336617351705,1.5546771155093488,45.33333333333333,6.446294169159365,-2.5017858070296883,20.551512266270993,-9.486449553283817,80,75,3.2,6,95.21988527724665,59.78060111901308,11.056946428698502,1564,40.15835193906074,118500.0671551288
simple_trend,trend,True,full,5.0,2020-01-02,2026-07-31,57.79434012127034,7.181867084187377,9.723150884952148,0.7639464509586742,1.0577376981539302,-14.040608115240783,0.5115068396782338,1.8634338677970372,1.3398281922077586,48.34710743801653,5.797907052593065,-2.8329336211128875,30.721116467993603,-11.450377013178624,247,242,3.1265822784810124,17,94.97882637628554,56.13341516182406,11.13750594619681,4417,153.31637843336728,157794.34012127033
simple_trend,trend,True,full,10.0,2020-01-02,2026-07-31,52.08277325243047,6.582686392177184,9.724421096485443,0.7060483617702351,0.9747624229853505,-14.783638285863276,0.4452683612038736,1.7651073319995214,1.2385389579880433,47.93388429752066,5.741604055714564,-2.9071400208712923,30.59046061412459,-11.538882427710902,247,242,3.1265822784810124,17,94.97882637628554,56.127503905291796,11.134957934061372,4417,153.31637843336728,152082.77325243046
simple_trend,trend,True,full,20.0,2020-01-02,2026-07-31,42.16881955710994,5.495776493911597,9.699313651861726,0.6016503792758283,0.8266116611140568,-16.249477693146673,0.33821250120731433,1.5921314665395594,1.0541921346377383,45.867768595041326,5.863588986943262,-3.0209456562470947,30.32954009157785,-11.715628270504395,247,242,3.1265822784810124,16,94.97882637628554,56.14885159295555,11.1288845229228,4417,153.31637843336728,142168.81955710993
